DATE_TIME;LATITUDE;LONGITUDE;GEOHASH;MAXIMUM_SPEED;MINIMUM_SPEED;AVERAGE_SPEED;NUMBER_OF_VEHICLES;year;month;monthday;weekday
2022-01-07 18:00:00.0000000;289874255020032;411025987862528;sxk9gd;105;1;44;338;2022;1;7;6
2022-01-07 19:00:00.0000000;289874255020032;411025987862528;sxk9gd;130;1;42;312;2022;1;7;6
2022-01-07 20:00:00.0000000;289874255020032;411025987862528;sxk9gd;146;2;68;362;2022;1;7;6
2022-01-07 21:00:00.0000000;289874255020032;411025987862528;sxk9gd;149;2;69;287;2022;1;7;6
2022-01-07 22:00:00.0000000;289874255020032;411025987862528;sxk9gd;154;2;70;251;2022;1;7;6
2022-01-07 23:00:00.0000000;289874255020032;411025987862528;sxk9gd;137;3;72;240;2022;1;7;6
2022-05-06 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;134;1;53;332;2022;5;6;6
2022-05-06 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;1;67;278;2022;5;6;6
2022-02-04 13:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;145;2;57;511;2022;2;4;6
2022-02-04 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;146;3;54;402;2022;2;4;6
2022-02-11 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;140;2;46;425;2022;2;11;6
2022-02-11 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;140;3;69;319;2022;2;11;6
2022-02-11 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;123;1;26;565;2022;2;11;6
2022-02-18 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;125;4;56;366;2022;2;18;6
2022-02-18 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;124;2;55;393;2022;2;18;6
2022-02-18 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;182;24;80;225;2022;2;18;6
2022-09-23 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;138;6;77;416;2022;9;23;6
2022-09-23 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;143;6;58;406;2022;9;23;6
2022-09-23 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;7;54;295;2022;9;23;6
2022-05-20 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;132;1;70;335;2022;5;20;6
2022-05-20 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;161;4;72;303;2022;5;20;6
2022-09-23 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;125;7;58;243;2022;9;23;6
2022-09-23 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;118;4;57;241;2022;9;23;6
2022-02-25 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;130;9;75;190;2022;2;25;6
2022-02-25 01:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;141;10;72;177;2022;2;25;6
2022-02-25 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;130;3;52;348;2022;2;25;6
2022-05-27 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;137;1;65;451;2022;5;27;6
2022-05-27 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;143;2;56;368;2022;5;27;6
2022-06-03 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;133;2;40;360;2022;6;3;6
2022-06-03 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;161;1;37;486;2022;6;3;6
2022-06-03 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;111;3;36;476;2022;6;3;6
2022-09-30 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;126;2;50;315;2022;9;30;6
2022-09-30 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;110;1;39;367;2022;9;30;6
2022-09-30 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;112;1;25;495;2022;9;30;6
2022-03-04 04:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;137;5;76;105;2022;3;4;6
2022-06-03 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;149;16;82;110;2022;6;3;6
2022-03-04 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;1;35;636;2022;3;4;6
